userid,productid,rating,date
A2PHUEZZ3HR1W8,B000VY2BC0,3.0,1404777600
A3QA54CROYTYIV,B000JLK5UU,5.0,1367193600
A3OLTSZNTMKF6K,B001GSX7R8,1.0,1281398400
A36UZVT6GLX2TH,B005LZR0DO,4.0,1386460800
A348XMDDYUVSH2,B0033WT9TK,3.0,1404259200
A4MX4L0VNG7YK,B0060REPT4,5.0,1392249600
A29GQQJ1OLDNCB,B004BQKQ8A,2.0,1320537600
AZULHLW750LS2,B007JF85VU,4.0,1357603200
AVVJX38I1H7B3,B004FSBIZY,5.0,1318982400
ALDFA0ULEN95J,B00604L9BO,5.0,1388793600
A191AMOO5QYHPC,B0027P9BO2,3.0,1349395200
A3N8JNALK5LIKU,B007QUBT4S,5.0,1338854400
ATYJ41BGMFUEI,B009L38HIO,2.0,1374710400
A2PEM7095WM23G,B006K120UG,5.0,1362182400
A124LQQQ8HSTRX,B000L86WFI,4.0,1209427200
A3DZC78YK04EKT,B008PJ93YC,4.0,1380844800
A3S3R88HA0HZG3,B00EH5TWT4,5.0,1382918400
A17W3H6ARNJ1X4,B00BUE43EE,5.0,1374451200
A1V896IVVV25I5,B001BLV78Q,4.0,1307145600
A1H8SLFP9AMZSO,B00000K135,3.0,1301961600
A2QH2YZ6OV22XX,B0018MCGVU,5.0,1366502400
AFSMC5ON26I2Q,B00006I5WJ,5.0,1173312000
A1PZCGBMHGV2MQ,B005VUU1XK,3.0,1367280000
A2YRVL4UC8OP0K,B003YHGKDC,1.0,1291420800
A4SQF46WI2TSV,B0015UYEE2,5.0,1293753600
A3BBSC3IKDCF6X,B00387E5BM,5.0,1375142400
A32NUBQR64KTDV,B0053QW61M,3.0,1369958400
A1P4FWXX9IUF4D,B009F7E6IG,5.0,1397865600
A240JSQJGOTGMD,B006GWO5WK,5.0,1374710400
A12NQ4LG22NC7V,B00546JKJC,5.0,1319068800
A6SZ2T8KUTUVP,B000GW73NO,1.0,1226448000
AJ3UZ2QV5B7YG,B0002EQU6C,5.0,1375056000
AWIFJ74I8YKSF,B006GWO5WK,5.0,1356998400
A1B8EJQU73YGL9,B000E6G9RI,5.0,1391644800
AIIR8E34EDKCQ,B0026L7FGI,4.0,1253145600
A1W21BNXNBVV6N,B001XURP7W,4.0,1377216000
A5TNZXNPQKGCF,B0013FXWLK,5.0,1221955200
A3UYR5P824CWPM,B005MTMFHU,5.0,1329696000
AILA3J8IPD5M,B000F7857S,5.0,1349136000
A1KPMEP0BN1TSJ,B000065UPT,5.0,1024444800
A229GPP88SR0E2,B00H1XKC1Q,5.0,1390608000
A237P6ACWJR9LM,B007PUUU76,4.0,1357344000
A1HPW6VFG92LQJ,B000QDBYII,5.0,1202428800
A1DO7BOG6GSS99,B007R5YDYA,5.0,1387152000
A3RLRU3UFBJXYR,B002NZVCRA,4.0,1318464000
A1TC9F608XWTF0,B007A2WNJM,5.0,1390003200
AUOQ6WXMXMN30,B00IX2VGFA,1.0,1397606400
A2MZDSKD6O2AGK,B002HFER6O,4.0,1335139200
AA8JUL69KYA35,B005KDYA44,4.0,1388361600
AOSZLQ2UJFGDK,B00B8P8IVO,5.0,1392422400
A1LOB6LOMSK5R7,B00BCA40S0,5.0,1393632000
A1F2VSVH7JV9Y5,B0049P6OTI,5.0,1329955200
A1FYS8OP3C959F,B0072XQI2W,2.0,1397692800
A1KGW8GG3E7XDA,B003MVMTDA,5.0,1317254400
A3HYXJWFUOW6UC,B003QO6A1U,5.0,1352764800
AO3S22CQVL6PZ,B004L9LTNS,5.0,1303084800
A1LWMZBWUL31BQ,B002TLT10I,5.0,1388188800
A3BG39N4UJDBQI,B008HSM5LO,3.0,1378684800
A3JZ68AW02L764,B007E3GH9E,5.0,1393891200
A31GQCU46M2FM1,B007K8EE8Y,4.0,1389225600
A20WVR09C8RH3A,B000WL6YY8,2.0,1389052800
A26PMNPPQX4I4V,B000EHUR3O,5.0,1320537600
A3UF4VZPFTQ2W3,B0002SQEWS,4.0,1097020800
A38CW1B3TNW0IW,B007QIXSVM,2.0,1371427200
A3DAOOS754O5OB,B003IBB9CG,5.0,1350259200
ACG7HCFNRSI6H,B0000AOWVC,4.0,1135555200
A3OXHLG6DIBRW8,B000FTLSR0,5.0,1228953600
AG9KJ624R6W8U,B00749OLBO,5.0,1388707200
A3F31Q7UGTL0LJ,B004AB70US,4.0,1394150400
AHY84S3L3J032,B005C31HC0,5.0,1367107200
A35PL6PRWEZUA1,B002KFZSKA,5.0,1289088000
AWWX22B1RJC3S,B000V4X26O,1.0,1202083200
A2G66H9IZ1RDAE,B00BD7UXT2,5.0,1384041600
A44QVNOAP9QTW,B002WE6D44,5.0,1318982400
A24QJ2IK1CIBRY,B000U0F2QM,1.0,1323734400
A1FV1I3TYOIA32,B004MF11MU,4.0,1385424000
A1L8H91F2X4Z6H,B0063VTXFS,4.0,1395014400
A3HDSH2AW9RFM8,B0040VGBYO,4.0,1303084800
A37MVLDA9HR586,B002CM3FF6,5.0,1280016000
A23S6E7VC738LN,B00064V6RG,5.0,1198195200
A3F3OZTLTTLYOZ,B000ME6HZQ,2.0,1208736000
A3HQ5R3GXY1PN2,B004X76P3M,4.0,1379462400
AW3WAL1IUJ1RR,B001EKQQ5S,1.0,1240272000
A3BJ61RRFNOFAU,B000Y191DC,4.0,1206835200
A5LWB4HY0V1M9,B007XZLPCC,5.0,1364947200
AXZGJ1RGU2DO8,B0010DKYAW,4.0,1203638400
A21XNEVTX7QY4A,B001FA1NEQ,5.0,1365206400
AGP9EOFOBAU36,B004M180HS,4.0,1321747200
A3VVFL6ZSR7GT3,B0019UGCLG,3.0,1351123200
AFWPLXT2OD6H1,B0034CL2ZI,5.0,1372636800
AV54GVD775WGN,B00EXK14S0,3.0,1387238400
A1LMX2ETM8I42O,B003NR1QI2,1.0,1381881600
A2NK7J5XVDABY1,B004C4QCYS,5.0,1353715200
A3I3YR0218ZNJA,B003SX0OR0,1.0,1388620800
AG5SOZIEHSVR3,B002IPHIFA,4.0,1276387200
A2INCXEKMXZXPT,B00AMXEXYO,5.0,1362096000
A5RUEC48G0XN6,B00126PHV8,3.0,1391040000
AOT44IZYPSZSH,B004SD283M,4.0,1355616000
A16VJ1B9TGRI83,B003EEGLIY,4.0,1364515200
A16LL87A55LU2Y,B005756GYM,5.0,1388534400
A2MVTI7IMFRYX9,B002KANWQ2,5.0,1290556800
AXAJES0ME9REY,B006NNWZSI,5.0,1347235200
A20ZTIUJ7CUNIA,B00C9I4STA,4.0,1387065600
AWLMRXSABS9N7,B001PKY2J4,1.0,1384128000
A1195ITAWUDYNI,B0027VT6V4,5.0,1360540800
AKT8TGIT6VVZ5,B000JE5CQO,5.0,1167177600
A36QXE24BO4S4T,B007KCNLPC,5.0,1355702400
A3T2Y8ZN7ERJXJ,B005FW56WA,5.0,1319846400
A25FMLNYX3537Q,B004GGNBJ6,5.0,1370822400
A2BRWT4QA3X8HC,B00000J0D2,4.0,1318377600
A2XS1KIXCECM5I,B002P8LZ68,1.0,1309478400
A17XMK2A5SOIKX,B009A5204K,5.0,1351814400
A3HLPNMLYXGMK5,B006TZM6XO,4.0,1382140800
A1E1LEVQ9VQNK,B008HK3YOO,5.0,1358899200
A2PYGAT221KOHL,B00824948U,5.0,1384473600
A2062I2EYNZBP1,B0044YU60M,5.0,1303171200
A205KARV5EKF17,B003C1AO2I,5.0,1340582400
A3H1FDBQLLIT0R,B004VK475Y,4.0,1380240000
A34WDQ4H1TFQ5Q,B005EJH6Z4,2.0,1341619200
A26WJDDFEH85DE,B004P1V8TM,5.0,1332979200
A3CR7CP65LZUKE,B00005T3H5,5.0,1287619200
A37CRC1PS9IELZ,B000KA7PD0,5.0,1215216000
A261JSFEWTBRN2,B00BT7RAPG,5.0,1372982400
A2L49Z8XG0B6VL,B004Y09IFA,1.0,1344038400
A22OWPR3FNRCDO,B00127R12U,2.0,1383350400
AIFKUT25IF0O9,B003VW20AW,5.0,1327536000
A1QKI6IC4ZBXAR,B004VS325W,1.0,1333670400
A3AOIKGYF1YIWT,B002RGDZ1Q,1.0,1371513600
AALHU07QC67RY,B0047ZFKP4,4.0,1380672000
ACMU2Y0QKI1ED,B00COZ651C,4.0,1394841600
A27ZKPKIQGADIG,B0031WMAJS,5.0,1320451200
AC0XDMP7XYOVA,B0053DDNW6,2.0,1369267200
A1XNWHNTO9B72T,B0009ST7DY,5.0,1190678400
A69OQ67YE2B1Z,B005KQ2O26,4.0,1376265600
A1UIX2T9BLWQBI,B000PCEFXQ,5.0,1364515200
A30L079HRT3DLK,B0013G7S1Y,4.0,1353628800
A11LSD8YYBUW81,B0018P7WZ2,1.0,1330560000
A2MXN0H43ICD7H,B001G5ZTLS,5.0,1291334400
A3FJAY5LKN0DOM,B004SX5PM8,3.0,1305072000
A7FLV2K6GR1SV,B00BS4I2PC,4.0,1381363200
A3BDA2I4HT8EUS,B000IT600W,1.0,1219881600
AAHMTAGGROFKD,B002RO4G1Q,1.0,1295308800
A33ZISVPDOQ0L2,B001CNCQO2,1.0,1238976000
A3LCW5H7XK5B22,B0007XHLXO,5.0,1392681600
A2Z40ZOW4BLITH,B005HMO6A6,4.0,1389312000
A3QLCET16E209S,B000EVM5DK,5.0,1268870400
A1TP63WO1DMUW2,B007S642BW,1.0,1375315200
A1UFMIUYYGCEEY,B000P1O73A,1.0,1291248000
A2FZ0TKQ9XZ6KW,B006O2AVFW,5.0,1340236800
A1O0X4XR6MPTO7,B00005QXWI,3.0,1011052800
A1Q4ZXFGPZG4QW,B001B33QP6,5.0,1362528000
A1MKPDTBDQ9VVM,B00005QF7H,5.0,1375228800
AWI2IVKK89YHC,B00BGA9WK2,1.0,1393200000
AN766AA4SILH,B007KO814Q,5.0,1357776000
A34BFC8J533VRO,B00004THCZ,5.0,1366588800
A22FFYFDE3Q88K,B002LFB0PQ,2.0,1266364800
A3L1RHA2G1INM2,B0018P7WZ2,4.0,1218326400
A1L6N9JFJYQCK9,B003WQ9U1O,5.0,1315353600
A39DFJ5682QWIC,B000W07RJA,4.0,1384646400
A2U7IR9GZB36A9,B001CCLBSA,5.0,1225756800
A2GDVRL4YWEBI9,B003UOSC9E,1.0,1387238400
ATU2KFOSWVRV3,B001IA93JK,5.0,1384300800
A32FAROHNW0FZV,B008OCF8BW,5.0,1356393600
A2MDNRGXS86QNJ,B008F537KC,4.0,1380672000
A1VZ179A81WTV1,B000P7095E,1.0,1224806400
A2JXUE7WO5ER3R,B00746W3HG,5.0,1390953600
A2BDRZGE771NPI,B006YLTLUY,5.0,1342828800
A36SEGRVQRB3F1,B0017SBJ2M,5.0,1242345600
AVDRGS8SLH691,B008BC1U4O,3.0,1404432000
ASF4JWK8EUVFS,B005FMLXW2,3.0,1393286400
A1VQIW4FXH5EC0,B000HZ9CCA,5.0,1179273600
A1JTPSSMR7Z7QZ,B0069VXRLS,5.0,1391817600
A18ZSWBAGJ2GF,B000ELSXFY,5.0,1327449600
A4G46Z5D8HWP1,B004ALMF6C,4.0,1361491200
A2ZDMI4T3A8YEU,B00803STAW,4.0,1372204800
AAFWHHX5XB7W8,B00ANBK0II,5.0,1379376000
A10J9EESC63QIA,B003ZHV70M,5.0,1404950400
AORAPL714WMJX,B00166UU16,5.0,1397433600
A24FINOV147I1Q,B006QB1RPY,3.0,1334966400
A1QEV3QUG0J707,B0033WSDYC,2.0,1377907200
A2P46DCVHSFX95,B009L7EEZA,5.0,1374278400
A2T8NFRLLR880K,B00COGA6DO,5.0,1378166400
ARIA1F01A9YIC,B0028K2TXQ,5.0,1374537600
A22IMD4CG2M29V,B006TAEH7W,3.0,1399420800
AR7262RMJFOXV,B00G7JUZL2,5.0,1388361600
A1307BG3JWRDEH,B0040HG6DO,5.0,1286150400
A1CGE13K14C40O,B004TIIBMS,5.0,1374624000
A1OB5U11T3SXI9,B0018DQYQ2,5.0,1399766400
A2YLXKYI0ACR13,B003NMVG64,5.0,1396396800
A37AM0ZQ4K9SG1,B00BGA9WK2,1.0,1384732800
A35RRP8JUMQVKA,B00H4IKUAG,5.0,1396828800
A303DNKYGXV64K,B005HTP7MK,5.0,1343001600
A2X6HLAXQ2ZK73,B00GG2D9AY,5.0,1390953600
A2VILE3J5WNHBS,B000058AKE,4.0,1404604800
AF03A958JD9GO,B00007KDVI,4.0,1234915200
A2U8SI6JLOUSXV,B00944ROE8,5.0,1355961600
A100UD67AHFODS,B004YLCFCM,5.0,1355443200
A3BWUTKNKV3JQ6,B000095ISG,5.0,1076889600
AAW2IKXN66TQ0,B0054O61FU,2.0,1404950400
A23XGOHS6GAY97,B000I68BD4,5.0,1185321600
A27TQB8CIV25OX,B000P6H908,3.0,1250640000
A2X47T0MWBYMHK,B009EVLN7K,5.0,1388707200
AC16A3CPTLTL8,B00A0HZOEA,5.0,1375833600
A1AKEG5JPTQDFO,B000R805L4,5.0,1187049600
A1IUANSOUF93LY,B005Z5DCTG,1.0,1360800000
A3NC2NMXVHID61,B002S53IHM,5.0,1266710400
A1SDWC7OBNE6R6,B0075EGMN8,5.0,1346025600
A3CGE7XF945171,B00BSP498K,5.0,1380844800
AHT0QE5F2Y60U,B008FF80GS,1.0,1347667200
ARKS6TKN3W0TM,B002PYN9ZC,5.0,1271030400
A247IHONIJTM8I,B0000T1R4O,4.0,1079481600
A2F50WAOTDCB0D,B004J4VYEY,3.0,1362528000
A34ZEQMRBHD2UZ,B002BS5YAA,5.0,1259020800
A1V5B0JGFSOXD4,B00008OT2G,5.0,1068940800
A35L9H6M8I7N5D,B000PQX5EW,2.0,1325462400
ADMTGAUN05L5W,B00AI5OZJ4,4.0,1372032000
A2L3ULEKJ0UB6N,B000I1X6PM,1.0,1293926400
A32TD1V8ZR7YX1,B001Q9A69O,5.0,1240963200
A2XUVA3LK3P48,B00A2VJIQE,4.0,1374796800
A3QPX18A4N9WY3,B001MIGY0E,5.0,1278806400
A275L7HBDI4UDF,B003VANO7C,5.0,1333411200
A236V1U1P2K4OG,B00400NU5S,4.0,1294099200
A372OSVEF7I2CJ,B00006JN3G,5.0,1355961600
A2ENUNAO9LT4FK,B004XC6GJ0,5.0,1402358400
A30M1IFIQ8AAWX,B005KOZN08,5.0,1381363200
A1VOE1UUDDKJD1,B009DCNP9O,4.0,1395532800
APSEC1ERWLUG9,B0049V0ZX8,5.0,1405036800
A2FIOL4ODMFQBZ,B0009QZPO6,5.0,1370649600
A2J13N66WSPPPF,B004CXBJ6A,5.0,1331337600
AMXQ9K20V9J9K,B008YZ8T92,5.0,1366329600
A2JMQINNT0K2KP,B003ZBZ64Q,5.0,1377561600
A1QPDTZ3QG3PW7,B000BKBVT8,2.0,1225584000
ADZF3QDGSZE7K,B003XIJ3MW,5.0,1382918400
A38HB57LL1855,B001D07YUK,5.0,1396310400
A2YGKC7L2T7DHA,B009H0XQPA,4.0,1363824000
A4M8QFI046NDQ,B000T9L7W2,5.0,1390003200
AZ6TAWQAJX45L,B0011MZORU,3.0,1309392000
A4L08PV1YJH83,B003J8PCL2,5.0,1362528000
A3S2V00VXQWFQ4,B001E7XWE4,5.0,1393286400
A2Z34JZMHL44MX,B002UXQKFY,4.0,1295913600
AOHKBQEE5K97,B008CXTX7S,3.0,1395532800
A25RT1COY1DQL6,B003K9FJYK,4.0,1398211200
A2S3WJQVJOEV5G,B001EQ0HAW,4.0,1253059200
A32UJKYBL38IQL,B00125Y1JS,1.0,1212969600
A2NFBHIC8P5HAR,B000PKNTMQ,5.0,1395187200
A2QI2NTDTMK2FV,B003P2UMR6,3.0,1317600000
A17OHS1NAK5KM4,B006I2H0YS,5.0,1394928000
A3B18G27WWO5M5,B00275V1PE,5.0,1397952000
A3B333XT2S7Y0I,B00AHBKW2S,5.0,1367020800
A1XXMNLOLKNO0I,B002K3Z3E8,5.0,1404950400
A1MKAC19YXB59J,B00007M1TZ,1.0,1362355200
A2Z03G616F31VM,B005ESOGO4,5.0,1370563200
A2G2R6ATW30D28,B000V06UHQ,4.0,1280793600
A21ILMJT9DDCZX,B004C4SHQY,4.0,1377734400
A1SVOJ550UIQ7V,B0014J07R2,3.0,1264982400
A6QK6BI7YX80J,B00CDJ6IP2,4.0,1363305600
AM02UBNFUOZ9C,B005KOZNBW,5.0,1402185600
AUV6HIADZUAU3,B0015AHRFK,3.0,1289433600
AX8BNB0EC0T0P,B005LU2Z0C,5.0,1321488000
AR178YNURGBHY,B00FO7V8UU,3.0,1390262400
A30X7PDXLTCYKG,B005FVNH0E,2.0,1355097600
A2IYWMN7KXXALR,B002MAPS6W,5.0,1358899200
A2L5UPJK3600LP,B007B31IAK,4.0,1390521600
AAFHJ1XIFOU74,B000BTL0OA,5.0,1254355200
A24LF8DAWXJ833,B0071BTJPI,5.0,1400457600
A17MJK0QV9EEV3,B000NUBY0C,5.0,1404691200
A18COC9EUPS7PB,B0029Y1CRA,5.0,1399161600
ABX7SEE84DMLU,B000629GES,5.0,1134172800
A2KN5E9S212BDU,B007ZQVKYM,5.0,1384560000
A1R9KJUY43LJFD,B000WOGA6C,3.0,1369094400
A1A9TT8LD6BSDZ,B000062VUO,5.0,1170547200
A3SQXJ9X05V4K0,B00F2ENU92,5.0,1397260800
A17LGOGVLECFJM,B005ES0YYA,4.0,1396828800
A2F60YBZE7QOP3,B000B5UJ5A,5.0,1162512000
A3PHVZGEDZYC7L,B000HATNI8,1.0,1174176000
AQBYD1WUEINQP,B004HJ3J8K,4.0,1363651200
A4GGT6O0GQNV2,B00D4O0D3I,3.0,1390608000
A1NAXAE65SHMK1,B0000DHVOK,5.0,1357776000
A1HAV65U0BDHI4,B000MEQ83M,5.0,1368316800
A3FI8PE2SKPHZ7,B0010TEOLQ,1.0,1236643200
AAGCK6QGMOESW,B00INNP5VU,4.0,1397779200
A3DXRN8UPJ6W2N,B00861GTV4,5.0,1357516800
A3OIJDLNMQ142A,B00E9CEBZU,5.0,1402272000
A1XL8AGQSV6KHB,B005X1Y7I2,5.0,1392163200
A1RMU4BZBGJWEM,B004E276Z2,3.0,1388966400
A24GL8D521R1V8,B001GT185K,4.0,1296604800
AX1Q7OV21RJLW,B000HGHMF8,4.0,1357516800
A1WVEMRBZBA07Q,B00644JO9O,1.0,1370390400
A2M7Q99BPD3ZX8,B001BZCQJ6,3.0,1387843200
A2ZBF0RIYO0GBP,B001GTVMTM,5.0,1348617600
A2A9T2X7ZFNN20,B0002ZW5W4,5.0,1203292800
A3UD3EKJWB2793,B0074BW614,5.0,1357776000
A3LW3TJ16Z790U,B000FCP1TS,4.0,1188777600
A2AGI5DX5BKE7I,B005FUNYSA,5.0,1374710400
A1F8GT5YSCG2GI,B00032AIGG,4.0,1326067200
AHJDVXIV8FJYY,B000P47HMU,3.0,1268092800
A2RUR0VA9QOIHS,B00030CHRQ,5.0,1197417600
A2O9VDPQ8PRHF3,B004VXYAE4,4.0,1342483200
A2ONJY25BPOYBT,B000LRMS66,5.0,1283299200
A189CADIFXQJVF,B00ARQVYAM,3.0,1357603200
A393XU568KMUZP,B003CVOK28,5.0,1335830400
A1JX98RO32B5JH,B00DV5DNBO,5.0,1404604800
A2P1J899GO0U1X,B000QKCWDC,5.0,1281571200
A3KSN4D0QUV3HD,B00007GWC6,4.0,1156118400
A2Z5L7UKL33CJL,B007U2F768,3.0,1361059200
A2P7T1MMV29BEA,B000ODN7VM,5.0,1240617600
ATKZ534FV7UK9,B0074BW614,5.0,1359158400
A33EMN8YBZV4LT,B0037WT752,1.0,1295395200
A3V5O13J392CMS,B003B48UQ8,4.0,1285372800
A1R2TF0XMVMN5Z,B00863L2M8,2.0,1350432000
A122OFRV5PNKDE,B000BREQN4,4.0,1235347200
AR7449Y7NT77Y,B002R0DZXU,5.0,1371600000
AYNV5PP55SVBB,B0001YXWVO,1.0,1221609600
A3LDBRFEQIYWOH,B007ZLLH22,5.0,1349568000
A35SO1T7JMWLHF,B00746W3HG,3.0,1389916800
A2J9NKTCELDCMY,B00GAYC3SW,1.0,1393632000
A2BJU7CCA1SPSE,B001FA1NK0,4.0,1289174400
A3QG720P4R2SQR,B00BFIJQ10,3.0,1383264000
A2MBXZ37UKSWYN,B00E35NUVY,4.0,1392076800
A2CJ3CRBSJKJN3,B003EENZAQ,5.0,1387324800
A2PFK9QEESCO2W,B007RY6EJ8,5.0,1391990400
A2MGS4W6JL1VXN,B004MF11MU,5.0,1386374400
A2RWNPGL9SZ6FO,B007RN3SE8,5.0,1383350400
A2AVABCWLJ4581,B0082YEH8M,5.0,1367366400
A17CHUWFC46WVX,B000068O3T,5.0,1386028800
A1SUFGZ4A1LEBP,B00126V3EI,2.0,1240876800
A21P30BSADVND0,B002AQ69ZW,3.0,1400025600
A26P6IESBX3TDV,B0036B8URK,5.0,1357776000
ADJ4G0IXQIVHG,B000YJMBFO,4.0,1348617600
A1UW5DVHZ6HD7I,B005NGKR54,4.0,1345507200
AA8FDWIB9HVUH,B001KQSCO4,1.0,1370995200
A2P35TXKLPLGU6,B0014GX98Y,4.0,1213401600
A1RFAZ3GSHN8DV,B005E8MVDC,1.0,1390262400
ACCOVTUXFZVRV,B00A2T6XTQ,3.0,1359504000
AW1VA3H8A5N12,B006NNGZ9S,4.0,1363564800
A159OQMS73YH41,B000BTL0OA,4.0,1275609600
A2CVUKHAGTVMXZ,B00FQF7I40,2.0,1393459200
A7DL4B49V8JZ6,B0075SUK14,5.0,1395360000
A2GG3AG3B3BX3Z,B007WAWHD4,1.0,1373328000
AZ7FELKQN76FD,B000ID7QNI,5.0,1318032000
A3HL78L94O6ZTD,B001P85IQ2,4.0,1354665600
A38DDP89Q0AFR7,B003Y73Q3O,1.0,1326672000
A1GM79HUGMWP81,B00AAFPBYA,3.0,1388534400
A1ZJ3KU3LJ6TJO,B000MF4N42,4.0,1229731200
A2ZXV15P2J6908,B009V17TH6,5.0,1359849600
A4JAVTK2J3UDX,B00J8JLOA4,5.0,1404432000
A16NJHNRGVXW9O,B00005LE75,5.0,1356048000
A3FG6PW727KTW5,B0009Q56N6,5.0,1285718400
A1F9V23CXKVRCM,B00D6ZVNUC,5.0,1388793600
A3L55WFV3BERFS,B005JW7FMU,3.0,1376006400
A2K0CBOLYZDV9D,B0001D3K8A,5.0,1189641600
A1G0YMQMUQUS8A,B002M3SOC4,4.0,1269302400
A1JR8CX57A1W9M,B00E3AKFEY,4.0,1384041600
A24EVJ7VKGDRFA,B001AO4MWW,5.0,1219363200
A3SAP5DWR5FDWT,B0046VBWCE,4.0,1366675200
AYLGTH71UQULL,B00B46XUQU,5.0,1405468800
A370S3GLHB56BA,B00B6DGXSI,5.0,1399852800
A3NRH3Z1EDBFUL,B003PJI9II,1.0,1397520000
A7VC5OQJYCS5Y,B00A21KPEI,5.0,1369267200
A26LS6RI8LB6NS,B0089NLATU,5.0,1400716800
A3AJ4XRB5SE071,B001USWGDU,5.0,1375315200
A1FC0GZ2KKAIGP,B00DVT373E,5.0,1399852800
A3KP8EHRSOZ2FO,B002R06PGE,5.0,1390262400
A19XH51L5G5U5Y,B00EZ9XG62,4.0,1401753600
A1R8735UDYT790,B0058UUR6E,4.0,1390176000
AKM2JI89SPR9O,B004BDOGS4,4.0,1322784000
A11GQ9X3OGQMUZ,B003ZZURQO,1.0,1330732800
A1ISPBZI0KPIDV,B0006283AG,2.0,1129075200
A106IIYVGK9GQV,B0044O3PZK,3.0,1292284800
A35HSDJ83L2NGQ,B0036AWR8E,4.0,1294531200
A1V3DLTA1YWR28,B00DR0BQ0I,5.0,1391990400
AX9YMEOOEB5PV,B003QP41EW,2.0,1394150400
A3QGFLR7WXKM5W,B003L1IMVO,5.0,1321401600
A1IBRNE5FCRZU2,B00BVUBS36,2.0,1380672000
A1ZC83N9QVD5KI,B00BJN5HSM,5.0,1369699200
A13EWQW7NBGKAD,B0002BG69Q,1.0,1314576000
A3HSN8WAWR3KSX,B00BXJSR70,2.0,1392076800
A2IFN1FBRHOK7R,B00AWT2QCE,5.0,1399680000
A1FV4FIIGTT6AS,B00GWVNK8A,5.0,1391644800
A1RAUODX6OQHT0,B006FKPLFS,3.0,1357862400
ALSWKMYNTQZQ1,B002G1YPH0,5.0,1361318400
A6FIAB28IS79,B0011ZK6PC,5.0,1209600000
A2V4REDK8QXAP0,B00AO1XFM0,4.0,1391558400
ADB2P7O1PXHGM,B005CLPP84,5.0,1360022400
A15RWU5BLB5UWB,B0083BQEZS,3.0,1347926400
AB8C5DOH1IZOE,B00A8VWRK2,5.0,1372118400
A3VJ71CXRSL0VO,B0009Y7APU,5.0,1383436800
A3TMSK7UFLREWV,B007Q8GOHM,1.0,1363046400
A1WKK2NTHSQDXN,B009USAJCC,4.0,1368921600
A2XOJNIB0C3GEB,B00F5RHADI,5.0,1396483200
A2Z5YYV3AKT02S,B008OEHV6U,5.0,1399334400
A1N5IJCW08VAP4,B005OL2ID2,5.0,1349136000
A1QY3QU5DMX3FX,B008ABOJKS,1.0,1379289600
A30XD2W59P6RG2,B0036R9ZKA,4.0,1361923200
A7CTUFLCK8DSI,B005HEUUEA,5.0,1390176000
A2CFABZWP5SYUQ,B00ADCABE0,1.0,1372550400
A2RANO2LAI9R5I,B001448RA6,2.0,1326585600
A3I03YA46J6QLA,B00007I409,5.0,1291507200
A3LSY46H5476GQ,B005E2XLI2,5.0,1396483200
A33GNK4YENACDJ,B0002CWJ7S,4.0,1195344000
A1Y0C6HU6F53TG,B00CAFPF26,5.0,1390694400
A10LHK88F5Z1RH,B00426DND4,5.0,1398211200
A37N4W4RD4LKLA,B002M3SOBU,3.0,1272240000
AOTP1NFA1VALO,B000KI8FZY,5.0,1180224000
A3H9BUDS1FC39W,B003CJTR82,5.0,1404086400
A1W5CJRVSVVQLK,B001F7AHOG,4.0,1299024000
A1RFA7DXFKOPIC,B006P5JFUU,5.0,1396483200
A1H87FTEP6FSC3,B001GS8G06,4.0,1253664000
AD4OL2TIYJM4R,B00005T3C8,5.0,1366416000
A2DG8PPFMS3X36,B000MWC10S,5.0,1227312000
A3CO0ZCKSZVLH5,B00AO1XFM0,5.0,1391817600
A23NB3GLGYZREG,B000FA0DFM,5.0,1160870400
A1XF0M9EWMIBSS,B005003WAA,2.0,1356652800
A2R9D1AGBKMF9G,B001F51G16,4.0,1240790400
A2PM4XHNH76G73,B00CW5359E,4.0,1389916800
A3N5O9Q9QB4F0X,B00076FVP6,5.0,1306022400
A2ZJDGVJ45AR5W,B0000UMLYI,4.0,1289952000
A3RBT2F904E9AJ,B004QQY2JO,5.0,1404345600
ATIMW8SYGAASW,B005C31HC0,5.0,1358985600
A3JA73NQ5MEGYY,B0010KZJXC,4.0,1400284800
A3PLFVSMJCXTIV,B009WZRAQQ,5.0,1370390400
AMTRATET1BEHE,B0012TTX1K,1.0,1240185600
A3TCXXMLZM7IP3,B001WHZ9K6,5.0,1390521600
A3FJ3WC0MR2Q7Z,B009A5204K,5.0,1372032000
A2QC246JMYTQDC,B002672Z80,1.0,1396915200
A34S2PBK82BCBY,B00E4KZBX8,4.0,1394323200
A5T5YYM8GRUYX,B000OL3750,5.0,1195084800
A33V4YW89IBTWZ,B005CK3XD4,2.0,1326672000
A3QT4J0Y6B9IPK,B00KC8JB4G,1.0,1401321600
A1RJUXDK64O91A,B00005QBUU,3.0,1253750400
A1OHXJPAASVWLA,B002RWJDAC,2.0,1360281600
A3IXXWSTNWCS4G,B00006JU62,5.0,1046649600
AVLYB8EVDJR3S,B0044X1QDY,5.0,1295136000
A32Y8I8P9LX6E2,B000WG3ZU4,3.0,1258848000
A2UTQJYJC82XXW,B001ET5NCG,5.0,1251936000
A1VXDU7KAU2N43,B00316263Y,4.0,1333411200
A21AEOBGYCYV6K,B005MVHRE4,4.0,1374192000
A2PSUL6GDYMK1O,B00062WV04,1.0,1117324800
AFV2WBIH43W58,B005GCSZD6,1.0,1396224000
